State,Livestock,Livestock title,Variety,Year,Unit,Value
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all chickens,88
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2012,Percent of all pigs,95
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all livestock,28
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all livestock,2
Iowa,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all livestock,87
Iowa,Chickens,Genetically engineered (GE) pigs,High-yield,2016,Percent of all chickens,56
California,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2010,Percent of all chickens,53
Iowa,Chickens,Genetically engineered (GE) pigs,High-yield,2010,Percent of all cattle,26
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2020,Percent of all cattle,49
Iowa,Pigs,Genetically engineered (GE) cattle,High-yield,2013,Percent of all chickens,68
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all livestock,10
California,Pigs,Genetically engineered (GE) cattle,High-yield,2020,Percent of all pigs,0
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all livestock,22
California,Chickens,Genetically engineered (GE) chickens,High-yield,2023,Percent of all cattle,39
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2021,Percent of all livestock,11
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2017,Percent of all livestock,58
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2019,Percent of all chickens,57
Iowa,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all pigs,59
Kansas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all livestock,7
California,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all livestock,13
Nebraska,Pigs,Genetically engineered (GE) cattle,High-yield,2020,Percent of all cattle,34
Texas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2013,Percent of all cattle,60
California,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all pigs,53
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2019,Percent of all chickens,6
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all chickens,60
Kansas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all pigs,42
Nebraska,Cattle,Genetically engineered (GE) cattle,High-yield,2015,Percent of all cattle,30
Nebraska,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all cattle,88
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2017,Percent of all cattle,23
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2017,Percent of all chickens,58
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all pigs,78
California,Cattle,Genetically engineered (GE) chickens,High-yield,2020,Percent of all chickens,4
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2013,Percent of all livestock,29
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2017,Percent of all pigs,41
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2012,Percent of all pigs,76
Texas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all chickens,68
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all cattle,53
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2016,Percent of all livestock,49
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2023,Percent of all livestock,12
Kansas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all pigs,87
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2018,Percent of all cattle,53
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all cattle,66
Kansas,Pigs,Genetically engineered (GE) pigs,High-yield,2011,Percent of all livestock,43
California,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all chickens,76
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all pigs,34
Kansas,Chickens,Genetically engineered (GE) cattle,High-yield,2011,Percent of all pigs,36
Kansas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all chickens,40
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2015,Percent of all cattle,25
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2013,Percent of all cattle,35
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all pigs,56
California,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2024,Percent of all cattle,84
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2015,Percent of all livestock,77
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2014,Percent of all pigs,2
California,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all cattle,56
Kansas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2024,Percent of all cattle,92
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2023,Percent of all pigs,82
California,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all pigs,99
California,Chickens,Genetically engineered (GE) chickens,High-yield,2024,Percent of all cattle,26
California,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all livestock,74
Iowa,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2020,Percent of all cattle,36
Iowa,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all chickens,13
Iowa,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2024,Percent of all cattle,64
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2024,Percent of all cattle,44
Texas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2020,Percent of all chickens,84
Iowa,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2011,Percent of all cattle,20
Nebraska,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all livestock,7
Iowa,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all pigs,33
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all chickens,93
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2011,Percent of all livestock,98
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2018,Percent of all pigs,65
Iowa,Chickens,Genetically engineered (GE) pigs,High-yield,2015,Percent of all livestock,68
California,Chickens,Genetically engineered (GE) pigs,High-yield,2018,Percent of all livestock,69
California,Chickens,Genetically engineered (GE) cattle,High-yield,2015,Percent of all cattle,75
California,Cattle,Genetically engineered (GE) chickens,High-yield,2018,Percent of all cattle,85
Kansas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2021,Percent of all chickens,8
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all livestock,85
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all livestock,87
Nebraska,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2024,Percent of all pigs,92
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2018,Percent of all pigs,52
Iowa,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2023,Percent of all pigs,80
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2021,Percent of all chickens,2
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all livestock,86
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all pigs,98
Texas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all cattle,85
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2013,Percent of all pigs,70
Iowa,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2020,Percent of all cattle,8
Kansas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2016,Percent of all livestock,92
Iowa,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2014,Percent of all chickens,40
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2017,Percent of all livestock,69
Nebraska,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all chickens,39
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2024,Percent of all cattle,45
Texas,Cattle,Genetically engineered (GE) pigs,High-yield,2010,Percent of all cattle,55
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all chickens,51
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2011,Percent of all cattle,13
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all chickens,6
Iowa,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all livestock,62
Nebraska,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all cattle,88
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2014,Percent of all chickens,9
California,Cattle,Genetically engineered (GE) chickens,High-yield,2010,Percent of all pigs,98
Kansas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all cattle,44
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2023,Percent of all pigs,37
Nebraska,Pigs,Genetically engineered (GE) cattle,High-yield,2011,Percent of all livestock,30
Iowa,Pigs,Genetically engineered (GE) cattle,High-yield,2012,Percent of all cattle,90
Texas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all livestock,34
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all livestock,56
California,Chickens,Genetically engineered (GE) cattle,High-yield,2020,Percent of all chickens,89
Texas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all chickens,56
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2022,Percent of all pigs,84
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2019,Percent of all pigs,4
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2024,Percent of all pigs,32
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all cattle,21
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all chickens,32
California,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all cattle,93
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2015,Percent of all livestock,52
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all pigs,56
Nebraska,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all pigs,61
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2011,Percent of all pigs,67
Iowa,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all chickens,50
Texas,Pigs,Genetically engineered (GE) cattle,High-yield,2017,Percent of all livestock,25
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2012,Percent of all cattle,66
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2013,Percent of all pigs,1
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all pigs,44
Iowa,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2015,Percent of all cattle,47
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all chickens,83
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all cattle,8
Kansas,Cattle,Genetically engineered (GE) pigs,High-yield,2016,Percent of all pigs,19
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all cattle,39
Iowa,Chickens,Genetically engineered (GE) cattle,High-yield,2019,Percent of all pigs,73
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all cattle,1
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2011,Percent of all cattle,78
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2023,Percent of all pigs,84
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2024,Percent of all chickens,75
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2014,Percent of all livestock,47
Kansas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2023,Percent of all pigs,63
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all pigs,58
California,Chickens,Genetically engineered (GE) pigs,High-yield,2020,Percent of all cattle,62
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all cattle,43
Kansas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2022,Percent of all cattle,48
Iowa,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all pigs,59
Nebraska,Cattle,Genetically engineered (GE) cattle,High-yield,2010,Percent of all chickens,82
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2021,Percent of all pigs,74
Nebraska,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all livestock,85
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2016,Percent of all cattle,44
California,Cattle,Genetically engineered (GE) pigs,High-yield,2023,Percent of all pigs,71
Kansas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2013,Percent of all pigs,59
Texas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all chickens,47
Iowa,Cattle,Genetically engineered (GE) pigs,High-yield,2019,Percent of all cattle,51
Texas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2013,Percent of all cattle,66
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all livestock,35
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2010,Percent of all livestock,65
Iowa,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all livestock,3
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2017,Percent of all pigs,33
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2013,Percent of all pigs,93
Kansas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all chickens,19
California,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2019,Percent of all pigs,4
Nebraska,Cattle,Genetically engineered (GE) cattle,High-yield,2017,Percent of all livestock,93
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2024,Percent of all pigs,26
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all livestock,59
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2015,Percent of all pigs,79
California,Pigs,Genetically engineered (GE) chickens,High-yield,2021,Percent of all cattle,66
California,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2018,Percent of all chickens,58
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all cattle,64
